AT1G49160	1728	1829	AT1G49160:1729-1829_+	.	\+	1729,1829	.	2	HiPlex_Set1_SMAPdesign
AT1G49160	2473	2568	AT1G49160:2474-2568_+	.	\+	2474,2568	.	2	HiPlex_Set1_SMAPdesign
AT1G64630	2414	2490	AT1G64630:2415-2490_+	.	\+	2415,2490	.	2	HiPlex_Set1_SMAPdesign
AT1G64630	2237	2330	AT1G64630:2238-2330_+	.	\+	2238,2330	.	2	HiPlex_Set1_SMAPdesign
AT3G04910	3458	3555	AT3G04910:3459-3555_+	.	\+	3459,3555	.	2	HiPlex_Set1_SMAPdesign
AT3G04910	2058	2163	AT3G04910:2059-2163_+	.	\+	2059,2163	.	2	HiPlex_Set1_SMAPdesign
AT3G18750	3275	3381	AT3G18750:3276-3381_+	.	\+	3276,3381	.	2	HiPlex_Set1_SMAPdesign
AT3G18750	2894	2984	AT3G18750:2895-2984_+	.	\+	2895,2984	.	2	HiPlex_Set1_SMAPdesign
AT3G22420	1613	1712	AT3G22420:1614-1712_+	.	\+	1614,1712	.	2	HiPlex_Set1_SMAPdesign
AT3G22420	2425	2527	AT3G22420:2426-2527_+	.	\+	2426,2527	.	2	HiPlex_Set1_SMAPdesign
AT3G48260	2593	2689	AT3G48260:2594-2689_+	.	\+	2594,2689	.	2	HiPlex_Set1_SMAPdesign
AT3G48260	1933	2019	AT3G48260:1934-2019_+	.	\+	1934,2019	.	2	HiPlex_Set1_SMAPdesign
AT3G51630	3041	3137	AT3G51630:3042-3137_+	.	\+	3042,3137	.	2	HiPlex_Set1_SMAPdesign
AT3G51630	2408	2516	AT3G51630:2409-2516_+	.	\+	2409,2516	.	2	HiPlex_Set1_SMAPdesign
AT5G28080	2366	2467	AT5G28080:2367-2467_+	.	\+	2367,2467	.	2	HiPlex_Set1_SMAPdesign
AT5G28080	2539	2637	AT5G28080:2540-2637_+	.	\+	2540,2637	.	2	HiPlex_Set1_SMAPdesign
AT5G41990	2634	2731	AT5G41990:2635-2731_+	.	\+	2635,2731	.	2	HiPlex_Set1_SMAPdesign
AT5G41990	2925	3030	AT5G41990:2926-3030_+	.	\+	2926,3030	.	2	HiPlex_Set1_SMAPdesign
AT5G55560	1199	1297	AT5G55560:1200-1297_+	.	\+	1200,1297	.	2	HiPlex_Set1_SMAPdesign
AT5G55560	1520	1619	AT5G55560:1521-1619_+	.	\+	1521,1619	.	2	HiPlex_Set1_SMAPdesign
AT5G58350	2248	2357	AT5G58350:2249-2357_+	.	\+	2249,2357	.	2	HiPlex_Set1_SMAPdesign
AT5G58350	2405	2503	AT5G58350:2406-2503_+	.	\+	2406,2503	.	2	HiPlex_Set1_SMAPdesign
