ACD11,SMAP,CRISPR_border_up,124,133,.,\+,.,NAME=ACD11_1
ACD11,SMAP,CRISPR_border_down,223,232,.,\+,.,NAME=ACD11_1
ACD11,SMAP,CRISPR_border_up,864,873,.,\+,.,NAME=ACD11_2
ACD11,SMAP,CRISPR_border_down,970,979,.,\+,.,NAME=ACD11_2
ACD11,SMAP,CRISPR_border_up,4273,4282,.,\+,.,NAME=ACD11_3
ACD11,SMAP,CRISPR_border_down,4393,4402,.,\+,.,NAME=ACD11_3
AGD2,SMAP,CRISPR_border_up,726,735,.,\+,.,NAME=AGD2_1
AGD2,SMAP,CRISPR_border_down,821,830,.,\+,.,NAME=AGD2_1
AGD2,SMAP,CRISPR_border_up,4047,4056,.,\+,.,NAME=AGD2_2
AGD2,SMAP,CRISPR_border_down,4154,4163,.,\+,.,NAME=AGD2_2

